image,height,width,person_id,body_bbox_x1,body_bbox_y1,body_bbox_x2,body_bbox_y2,arousal,valence,dominance,Disconnection,Doubt/Confusion,Fatigue,Pain,Disquietment,Annoyance,others,adhd_emotion
COCO_val2014_000000243482.jpg,426,640,0,42,120,255,340,6.0,4.0,5.0,0,0,0,0,0,0,1,0
frame_2eds2ckrwzx4h0c8.jpg,300,450,0,13,120,199,297,6.0,6.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000137859.jpg,427,640,0,91,61,463,421,3.0,6.0,9.0,0,0,0,0,0,0,1,0
COCO_val2014_000000016875.jpg,427,640,0,214,124,392,256,1.0,5.0,2.0,0,0,0,0,0,0,1,0
COCO_train2014_000000098345.jpg,375,500,0,98,134,247,279,4.0,4.0,3.0,0,0,0,0,0,0,1,0
COCO_train2014_000000438126.jpg,427,640,0,361,127,543,324,9.0,7.0,9.0,0,0,0,0,0,0,1,0
frame_lulwk8p8f39vnste.jpg,600,800,0,431,124,561,540,10.0,8.0,10.0,0,0,0,0,0,0,1,0
COCO_train2014_000000462899.jpg,427,640,0,11,184,246,391,7.0,6.0,7.0,0,0,0,0,0,0,1,0
frame_9kef53aky3pbzu09.jpg,552,980,0,445,172,840,551,2.0,5.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000394766.jpg,480,640,0,32,25,489,471,7.0,6.0,6.0,0,0,0,0,1,1,0,1
COCO_train2014_000000018396.jpg,597,640,0,176,18,561,589,2.0,5.0,10.0,0,0,0,0,0,0,1,0
COCO_train2014_000000538273.jpg,640,427,0,123,161,330,360,9.0,6.0,3.0,0,0,0,0,0,0,1,0
COCO_train2014_000000004527.jpg,334,500,0,354,50,460,283,9.0,5.0,6.0,0,0,0,0,0,0,1,0
frame_036dyuq9kyhbf04m.jpg,320,450,0,14,110,202,298,4.0,6.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000126967.jpg,360,640,0,257,72,480,318,7.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000171011.jpg,368,640,0,549,103,629,336,6.0,7.0,8.0,1,0,0,0,0,0,0,1
COCO_train2014_000000275014.jpg,480,640,0,192,41,459,399,4.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000195809.jpg,427,640,0,312,11,544,330,5.0,7.0,6.0,0,0,0,0,0,0,1,0
frame_4juz30lwtnvqrcvf.jpg,350,550,0,133,41,346,349,4.0,5.0,5.0,0,0,0,0,0,0,1,0
COCO_train2014_000000052650.jpg,612,612,0,231,69,415,555,7.0,5.0,10.0,0,1,0,0,0,0,1,1
COCO_train2014_000000072095.jpg,480,640,0,203,211,322,444,7.0,6.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000026809.jpg,332,500,0,219,139,394,292,10.0,4.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000041094.jpg,640,521,0,18,12,222,252,8.0,5.0,5.0,0,0,0,0,0,0,1,0
COCO_train2014_000000482747.jpg,425,640,0,378,67,600,420,5.0,5.0,1.0,0,0,0,0,0,0,1,0
COCO_train2014_000000532719.jpg,536,640,0,24,49,232,389,5.0,5.0,9.0,1,0,1,0,0,0,1,1
COCO_train2014_000000461004.jpg,427,640,0,381,86,540,353,6.0,6.0,6.0,0,0,0,0,0,0,1,0
frame_gw4p1unzwfbwvxhq.jpg,1090,726,0,27,39,476,1068,3.0,7.0,3.0,0,0,0,0,0,0,1,0
COCO_train2014_000000199572.jpg,426,640,0,306,34,416,268,4.0,3.0,2.0,0,0,0,0,0,0,1,0
COCO_train2014_000000026438.jpg,428,640,0,94,25,256,400,8.0,8.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000050274.jpg,360,640,0,252,15,600,353,10.0,5.0,10.0,0,0,0,0,0,0,1,0
COCO_val2014_000000179599.jpg,427,640,0,183,25,378,413,10.0,6.0,10.0,0,0,0,0,0,0,1,0
COCO_train2014_000000164893.jpg,428,640,0,307,29,566,234,7.0,7.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000101248.jpg,427,640,0,165,11,314,184,4.0,5.0,7.0,0,1,0,0,0,0,1,1
COCO_train2014_000000355717.jpg,426,640,0,411,116,501,387,7.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_val2014_000000028676.jpg,428,640,0,274,131,397,379,10.0,4.0,3.0,0,0,0,0,0,0,1,0
c97lzdd2nbl8ttcsvb.jpg,342,608,0,121,3,581,335,4.0,2.0,2.0,0,0,0,0,0,0,1,0
COCO_val2014_000000495377.jpg,480,640,0,356,94,609,397,5.0,6.0,6.0,0,0,0,0,0,0,1,0
frame_agn87e3hz2j7dbua.jpg,366,650,0,69,177,201,362,3.0,4.0,3.0,0,0,0,0,0,0,1,0
COCO_train2014_000000026466.jpg,427,640,0,173,236,433,426,3.0,5.0,3.0,0,0,0,0,0,0,1,0
COCO_train2014_000000188029.jpg,427,640,0,215,152,381,358,8.0,6.0,6.0,0,0,0,0,0,0,1,0
87a2j9ry1ew3rxuubk.jpg,461,620,0,255,5,512,461,4.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000064417.jpg,612,612,0,298,300,452,523,4.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000015427.jpg,480,640,0,214,32,528,472,8.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000483496.jpg,480,640,0,269,142,480,474,6.0,9.0,7.0,0,0,0,0,0,0,1,0
frame_408eff12kggcdmhx.jpg,2000,3000,0,243,970,992,1999,5.0,4.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000442872.jpg,612,612,0,71,336,194,600,5.0,5.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000157554.jpg,500,416,0,164,35,385,395,7.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000163710.jpg,480,640,0,82,41,349,346,6.0,7.0,7.0,0,0,0,0,0,0,1,0
frame_5kdwro10zqcc17uv.jpg,569,800,0,340,363,521,506,4.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000317112.jpg,428,640,0,32,4,372,427,6.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000229531.jpg,612,612,0,398,49,601,597,6.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000524638.jpg,514,640,0,132,11,390,512,9.0,7.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000049069.jpg,640,423,0,58,75,302,369,9.0,7.0,8.0,0,0,0,0,0,0,1,0
sun_aueaohsystgtyyyy.jpg,562,750,0,180,283,274,559,4.0,5.0,5.0,0,0,0,0,0,0,1,0
7ra2q7lp16or6suhp5.jpg,174,289,0,81,1,288,173,3.0,3.0,3.0,0,0,1,0,1,0,1,1
COCO_train2014_000000416576.jpg,518,640,0,16,124,151,449,5.0,6.0,6.0,0,0,0,0,0,0,1,0
frame_m3shsw37ob8n7m5d.jpg,650,486,0,45,225,177,609,3.0,6.0,10.0,0,0,0,0,0,0,1,0
COCO_val2014_000000047596.jpg,417,640,0,241,147,332,408,4.0,4.0,7.0,0,0,0,0,0,0,1,0
frame_k9xzbwxfy48vd3uw.jpg,492,512,0,76,42,410,482,3.0,5.0,4.0,0,0,0,0,0,0,1,0
frame_llkczntoxl8fk3s4.jpg,366,550,0,212,107,287,282,4.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000300721.jpg,427,640,0,243,140,448,426,8.0,7.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000177238.jpg,425,640,0,117,90,289,424,10.0,5.0,10.0,0,0,0,0,0,0,1,0
frame_1rb8y1fbgys51q1w.jpg,682,1024,0,623,183,686,449,2.0,5.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000499336.jpg,480,640,0,130,92,369,479,7.0,4.0,7.0,0,0,0,0,0,0,1,0
frame_j940nf7k1rdhkejk.jpg,2736,3648,0,2272,1392,2914,2293,3.0,5.0,2.0,0,0,0,0,0,1,0,1
COCO_train2014_000000231035.jpg,640,640,0,289,200,438,461,6.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000529126.jpg,509,640,0,302,99,528,415,6.0,6.0,7.0,0,0,0,0,0,0,1,0
frame_c5qvjdketfbhmlbj.jpg,957,1300,0,626,55,1257,913,6.0,7.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000408528.jpg,412,500,0,44,8,198,401,7.0,7.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000430493.jpg,375,500,0,105,53,412,367,5.0,5.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000371786.jpg,424,640,0,234,29,505,423,6.0,8.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000019766.jpg,387,640,0,183,46,382,363,8.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000534373.jpg,457,640,0,249,71,401,442,9.0,6.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000429809.jpg,427,640,0,75,120,222,380,9.0,6.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000456478.jpg,333,500,0,56,94,160,276,7.0,4.0,1.0,0,0,0,0,0,0,1,0
COCO_train2014_000000409165.jpg,481,640,0,165,43,435,475,7.0,4.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000351322.jpg,422,640,0,280,113,414,347,7.0,6.0,8.0,0,0,0,0,0,0,1,0
COCO_val2014_000000146487.jpg,427,640,0,215,156,423,352,4.0,4.0,7.0,0,0,0,0,0,0,1,0
frame_2ej9mkbo781nxmnr.jpg,348,348,0,121,89,290,347,2.0,5.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000522771.jpg,432,640,0,192,19,480,423,4.0,8.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000035707.jpg,426,640,0,209,5,545,417,7.0,8.0,4.0,1,0,0,0,0,0,1,1
COCO_train2014_000000393896.jpg,426,640,0,243,41,446,352,6.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000246398.jpg,427,640,0,314,24,502,389,8.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000218715.jpg,426,640,0,327,188,455,420,5.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000035343.jpg,511,640,0,213,45,400,191,5.0,7.0,4.0,0,0,0,0,0,0,1,0
COCO_train2014_000000261560.jpg,418,640,0,263,72,598,329,7.0,5.0,7.0,0,0,0,0,0,0,1,0
frame_1cfkpwydtsi1bzrx.jpg,900,1600,0,637,118,1020,580,7.0,7.0,4.0,0,0,0,0,0,0,1,0
COCO_train2014_000000419029.jpg,423,640,0,134,167,353,417,7.0,6.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000256475.jpg,427,640,0,14,54,322,303,9.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000147753.jpg,480,640,0,218,145,428,456,9.0,5.0,6.0,0,0,0,0,0,0,1,0
COCO_val2014_000000483234.jpg,500,375,0,12,61,143,362,6.0,5.0,6.0,0,0,0,0,0,0,1,0
frame_4bmhpasfkb33suv6.jpg,979,1306,0,99,195,1125,963,5.0,7.0,6.0,1,0,0,0,0,0,1,1
COCO_train2014_000000090862.jpg,480,640,0,344,113,480,352,4.0,6.0,5.0,1,0,0,0,0,0,1,1
frame_95kj0erggfplvxy6.jpg,1600,1059,0,526,1048,876,1550,1.0,5.0,10.0,0,0,0,0,0,0,1,0
COCO_train2014_000000353589.jpg,625,640,0,76,107,267,601,5.0,6.0,4.0,0,0,0,0,0,0,1,0
COCO_train2014_000000050806.jpg,480,640,0,38,10,402,374,6.0,5.0,7.0,0,0,0,0,0,0,1,0
frame_3fhut8tjaasqm6e9.jpg,495,748,0,136,348,232,452,7.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_val2014_000000117563.jpg,426,640,0,178,84,333,420,8.0,6.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000516249.jpg,400,640,0,144,47,323,343,10.0,4.0,4.0,0,0,0,0,0,0,1,0
COCO_val2014_000000236671.jpg,480,640,0,325,6,625,406,6.0,7.0,7.0,0,0,0,0,0,0,1,0
frame_1rjlh0ejoo52kdh7.jpg,630,1200,0,8,10,1068,628,6.0,8.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000040874.jpg,428,640,0,359,189,572,421,7.0,10.0,8.0,0,0,0,0,0,0,1,0
frame_8u2res7q52or2zf7.jpg,2664,4000,0,1788,998,2992,2304,2.0,5.0,8.0,0,0,0,0,0,0,1,0
COCO_val2014_000000061684.jpg,334,500,0,254,96,440,332,8.0,8.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000234748.jpg,425,640,0,273,129,417,383,4.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000565360.jpg,458,640,0,326,7,494,446,8.0,3.0,5.0,0,0,0,0,0,0,1,0
frame_3xt7v6jfqavxne2x.jpg,1200,1600,0,1223,609,1564,1199,2.0,8.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000276247.jpg,426,640,0,247,28,507,419,2.0,6.0,6.0,0,0,0,0,0,0,1,0
frame_cxdev8uyjxlmgz5q.jpg,470,428,0,46,24,381,469,7.0,6.0,6.0,0,1,0,0,0,0,0,1
COCO_train2014_000000161719.jpg,480,640,0,128,69,271,343,3.0,4.0,5.0,1,0,0,0,0,1,0,1
COCO_val2014_000000497002.jpg,480,640,0,96,53,339,467,6.0,7.0,6.0,0,0,0,0,0,0,1,0
frame_ek7kqfd23j08attd.jpg,540,960,0,162,33,336,539,9.0,6.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000034861.jpg,424,640,0,30,80,440,418,3.0,8.0,5.0,0,0,0,0,0,0,1,0
COCO_train2014_000000545213.jpg,480,640,0,405,189,593,477,10.0,6.0,10.0,0,0,0,0,0,0,1,0
COCO_train2014_000000156480.jpg,427,640,0,477,93,603,272,7.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000532269.jpg,428,640,0,40,6,287,419,4.0,4.0,4.0,0,0,0,0,0,0,1,0
frame_dvb3jppr7vxox2yg.jpg,422,634,0,242,56,370,419,3.0,4.0,4.0,0,0,0,0,0,0,1,0
frame_dzyq9ukbsjiicxhe.jpg,348,348,0,75,176,210,316,6.0,4.0,4.0,0,0,0,1,0,0,1,1
frame_5z1apxzdezog62xp.jpg,444,338,0,1,40,204,441,6.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000408718.jpg,375,500,0,194,57,295,345,4.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000515550.jpg,427,640,0,284,93,409,387,4.0,3.0,10.0,0,0,0,0,0,1,1,1
frame_akualqxsncjvgeyg.jpg,360,640,0,249,26,498,350,7.0,6.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000179904.jpg,640,480,0,221,61,432,328,6.0,8.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000502440.jpg,427,640,0,315,66,570,421,2.0,2.0,2.0,0,1,0,0,0,0,0,1
COCO_val2014_000000258322.jpg,360,450,0,57,24,401,353,2.0,6.0,9.0,0,0,0,0,0,0,1,0
frame_hde6nlcaukxezu90.jpg,674,1008,0,672,254,863,630,5.0,8.0,2.0,0,0,0,0,0,0,1,0
frame_e4k9fis7lfxulpxk.jpg,315,600,0,273,10,451,302,8.0,7.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000247068.jpg,361,640,0,340,31,511,326,4.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_val2014_000000268224.jpg,480,640,0,167,80,435,472,5.0,6.0,6.0,0,0,0,0,0,0,1,0
frame_aaudzgr1sga1jais.jpg,1564,2048,0,1162,168,1609,1221,,,,0,0,0,0,0,0,1,0
frame_f4q8bcaggpgq0p62.jpg,3264,2448,0,744,843,1297,2543,6.0,6.0,5.0,0,0,0,0,0,0,1,0
COCO_train2014_000000265709.jpg,429,640,0,245,117,558,423,3.0,6.0,7.0,0,0,0,0,0,0,1,0
frame_e2frelkoika45uy1.jpg,1195,1600,0,236,585,341,993,2.0,5.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000303431.jpg,640,480,0,149,20,439,473,4.0,6.0,7.0,0,0,0,0,0,0,1,0
frame_8b87c6vlt8cr4r5l.jpg,420,600,0,247,23,371,393,3.0,6.0,2.0,0,0,0,0,0,0,1,0
COCO_train2014_000000576225.jpg,427,640,0,14,119,123,420,4.0,6.0,6.0,1,0,0,0,0,0,0,1
frame_ci84gr2nkalvg8b2.jpg,2592,1944,0,282,897,1601,2591,5.0,4.0,5.0,0,0,0,0,0,0,1,0
frame_jexs7wkbogdtuodd.jpg,640,480,0,73,112,218,370,5.0,6.0,7.0,0,0,0,0,0,0,1,0
frame_dmvkqpuadyelvbub.jpg,350,615,0,305,12,605,349,,,,0,0,0,0,0,0,1,0
COCO_train2014_000000537160.jpg,360,480,0,12,8,327,345,6.0,5.0,5.0,0,0,0,0,1,0,1,1
frame_arnnawyx3gsv0fx5.jpg,530,960,0,704,14,874,519,7.0,6.0,9.0,0,0,0,0,0,0,1,0
frame_ksgroyitbailpqbq.jpg,426,650,0,254,22,629,411,4.0,8.0,8.0,0,0,0,0,0,0,1,0
frame_js5abn3uufhac9cd.jpg,450,300,0,72,117,199,375,6.0,6.0,6.0,0,0,0,0,0,0,1,0
gdli6adbasjcw7uvim.jpg,443,634,0,230,152,580,441,6.0,3.0,4.0,0,0,0,0,1,0,1,1
COCO_val2014_000000246442.jpg,427,640,0,279,57,542,419,4.0,4.0,7.0,0,1,0,0,1,0,1,1
eys7tccuzr3mzxxrmx.jpg,458,620,0,360,1,588,458,4.0,5.0,7.0,0,0,0,0,1,0,1,1
frame_fpikp7jk89d78x4x.jpg,447,670,0,59,184,213,439,6.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000054692.jpg,480,640,0,313,8,468,358,6.0,6.0,7.0,0,0,0,0,0,0,1,0
frame_gtx6r4dftmgad5oc.jpg,320,450,0,7,3,263,297,6.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000073460.jpg,428,640,0,346,61,525,370,4.0,6.0,7.0,1,0,0,0,0,0,1,1
COCO_train2014_000000421542.jpg,427,640,0,365,56,556,422,7.0,6.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000190612.jpg,426,640,0,360,69,558,381,9.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000100238.jpg,480,640,0,194,79,424,479,5.0,4.0,5.0,0,0,0,0,0,0,1,0
COCO_train2014_000000147597.jpg,480,640,0,189,169,329,454,6.0,6.0,7.0,0,0,0,0,0,0,1,0
frame_8nkpg6zi4rncoisb.jpg,474,367,0,174,112,366,343,7.0,6.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000471572.jpg,332,500,0,213,61,328,287,7.0,6.0,10.0,0,0,0,0,0,0,1,0
COCO_train2014_000000333748.jpg,380,640,0,12,130,144,291,8.0,8.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000335217.jpg,480,640,0,436,126,579,466,8.0,6.0,9.0,1,0,0,0,0,0,1,1
COCO_val2014_000000515777.jpg,480,640,0,189,179,392,454,2.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000477266.jpg,334,500,0,112,20,321,333,6.0,5.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000572383.jpg,428,640,0,355,98,530,339,9.0,9.0,10.0,0,0,0,0,0,0,1,0
COCO_train2014_000000205700.jpg,480,640,0,277,107,619,479,7.0,6.0,10.0,0,0,0,0,0,0,1,0
COCO_train2014_000000487458.jpg,480,640,0,121,131,300,423,9.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000367792.jpg,640,638,0,74,8,347,410,4.0,5.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000248012.jpg,427,640,0,421,125,532,366,8.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000068287.jpg,640,480,0,279,160,428,372,6.0,4.0,5.0,1,0,0,0,0,0,1,1
COCO_train2014_000000203847.jpg,427,640,0,133,98,381,381,5.0,6.0,6.0,0,0,0,0,0,0,1,0
frame_1cg68ns2lr122046.jpg,320,450,0,156,189,196,302,4.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000031188.jpg,424,640,0,198,65,308,271,5.0,2.0,5.0,0,0,0,0,1,0,0,1
COCO_val2014_000000023446.jpg,375,500,0,70,16,284,302,5.0,7.0,9.0,0,0,0,0,0,0,1,0
am9j3t9a22e5jzjfp2.jpg,199,300,0,22,106,107,199,3.0,4.0,4.0,1,0,0,0,0,0,1,1
frame_dp3cz12c49ntnnoy.jpg,362,480,0,241,8,479,361,,,,0,0,0,0,0,0,1,0
COCO_train2014_000000416625.jpg,427,640,0,27,39,424,420,7.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000053720.jpg,427,640,0,43,167,222,327,7.0,5.0,5.0,0,0,0,0,0,0,1,0
COCO_train2014_000000186109.jpg,426,640,0,299,108,529,425,8.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000252937.jpg,480,640,0,322,142,489,332,3.0,3.0,3.0,0,0,0,0,0,0,1,0
COCO_train2014_000000080937.jpg,480,640,0,306,61,433,473,4.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000481635.jpg,640,480,0,22,21,439,369,5.0,8.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000157133.jpg,448,640,0,130,110,246,441,7.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000291557.jpg,480,640,0,227,32,320,339,4.0,6.0,6.0,0,0,0,0,0,0,1,0
frame_e7klbuacxme075uu.jpg,400,600,0,246,117,336,295,7.0,7.0,6.0,0,0,0,0,0,0,1,0
frame_7teodhv3pe24uzog.jpg,866,1300,0,413,28,1296,859,3.0,8.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000294029.jpg,425,640,0,166,111,263,366,5.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_val2014_000000039106.jpg,444,640,0,144,27,246,333,7.0,4.0,5.0,0,0,0,0,0,0,1,0
frame_bhagmmacs2kwtn7u.jpg,750,1000,0,749,324,844,434,8.0,5.0,10.0,0,0,0,0,0,0,1,0
COCO_train2014_000000039538.jpg,279,500,0,346,4,440,275,9.0,8.0,8.0,0,0,0,0,0,0,1,0
4kkhdbni6p31uwb1j0.jpg,431,650,0,89,16,363,431,4.0,5.0,5.0,0,0,0,0,0,1,1,1
COCO_train2014_000000515430.jpg,375,500,0,99,78,225,225,4.0,7.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000489409.jpg,375,500,0,199,104,308,349,8.0,7.0,8.0,0,0,0,0,0,0,1,0
frame_cos5dwi8pyvt7cm2.jpg,450,300,0,214,48,291,369,6.0,6.0,6.0,0,0,0,0,0,0,1,0
frame_f8cgq3i84it577dl.jpg,405,720,0,150,26,483,395,6.0,6.0,7.0,0,0,0,0,0,0,1,0
gi0gp6m7tkndd6f112.jpg,270,430,0,127,1,342,268,5.0,3.0,4.0,0,0,0,0,0,0,1,0
COCO_train2014_000000527263.jpg,612,612,0,339,228,510,505,4.0,7.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000549194.jpg,427,640,0,435,75,553,334,7.0,8.0,7.0,0,0,0,0,0,0,1,0
frame_flaur589dfkdoegn.jpg,600,900,0,82,128,421,569,5.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000529391.jpg,555,640,0,115,102,277,296,10.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000306925.jpg,640,480,0,123,238,321,413,4.0,7.0,6.0,0,0,0,0,0,0,1,0
COCO_val2014_000000270708.jpg,298,500,0,322,15,454,194,10.0,5.0,9.0,0,0,0,0,0,0,1,0
frame_dboj1wc07xr4uqtf.jpg,1333,2000,0,1015,604,1738,1301,2.0,5.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000045259.jpg,612,612,0,20,31,501,594,6.0,6.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000138621.jpg,430,640,0,178,47,355,353,2.0,4.0,10.0,0,0,0,0,0,0,1,0
COCO_train2014_000000021075.jpg,496,640,0,176,80,300,463,7.0,8.0,8.0,1,0,0,0,0,0,0,1
frame_2g9jwp28pb6dif8v.jpg,600,800,0,571,38,799,306,8.0,4.0,7.0,0,0,0,0,0,0,1,0
frame_cuikoaoud9pgoajh.jpg,354,556,0,236,77,325,243,,,,0,0,0,0,0,0,1,0
frame_10zw0mfdxzlu4xda.jpg,599,900,0,300,322,454,501,3.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000499396.jpg,640,640,0,119,70,374,326,4.0,7.0,4.0,0,0,0,0,0,0,1,0
COCO_train2014_000000264128.jpg,480,640,0,353,177,518,472,6.0,5.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000299029.jpg,480,640,0,97,154,220,418,9.0,4.0,4.0,0,0,0,0,0,0,1,0
COCO_val2014_000000181870.jpg,439,640,0,99,72,391,427,6.0,6.0,8.0,0,0,0,0,0,0,1,0
COCO_train2014_000000332135.jpg,480,640,0,108,43,391,353,7.0,9.0,9.0,0,0,0,0,0,0,1,0
COCO_train2014_000000533512.jpg,375,500,0,181,119,281,343,7.0,8.0,7.0,0,0,0,0,0,0,1,0
COCO_val2014_000000129659.jpg,612,612,0,108,8,453,371,6.0,6.0,6.0,0,0,0,0,0,0,1,0
COCO_train2014_000000188482.jpg,640,608,0,210,81,527,513,7.0,8.0,7.0,0,0,0,0,0,0,1,0
COCO_train2014_000000442685.jpg,640,403,0,121,37,276,286,6.0,6.0,4.0,0,0,0,0,0,0,1,0
COCO_train2014_000000109515.jpg,640,426,0,23,94,298,288,10.0,7.0,10.0,0,0,0,0,0,0,1,0
COCO_train2014_000000085053.jpg,480,640,0,340,102,502,456,9.0,9.0,9.0,0,0,0,0,0,0,1,0
frame_9fqvo7wr9agv1amm.jpg,442,634,0,1,1,108,438,2.0,5.0,6.0,0,0,0,0,0,0,1,0
frame_m5u2sh3k3r0kpvi3.jpg,681,1024,0,446,233,600,655,8.0,8.0,8.0,0,0,0,0,0,0,1,0
frame_8n8qi5pu7n6o9kkz.jpg,351,624,0,177,77,252,207,2.0,5.0,9.0,0,1,0,0,0,0,1,1
frame_fzzuq1j9gx8imonv.jpg,436,640,0,135,17,346,343,6.0,6.0,6.0,0,0,0,0,0,0,1,0
frame_iicyg1e89hsbv0yy.jpg,504,312,0,94,67,290,394,3.0,5.0,4.0,0,0,0,0,0,0,1,0
frame_14iknyfwkaiybiqi.jpg,350,580,0,40,34,298,348,3.0,7.0,9.0,0,0,0,0,0,0,1,0
frame_dkm7psdwjjk9635p.jpg,3864,5152,0,402,1170,1627,3424,6.0,5.0,10.0,0,0,0,0,0,0,1,0
COCO_train2014_000000477192.jpg,428,640,0,324,145,431,388,10.0,6.0,9.0,0,0,0,0,0,0,1,0
es1e330nznobcurs4z.jpg,180,280,0,199,1,272,173,5.0,2.0,1.0,0,0,0,0,1,0,1,1
frame_f1be84t0l2et35p5.jpg,1067,1600,0,577,340,962,726,4.0,7.0,6.0,0,0,0,0,0,0,1,0
fdp6ejoy2z5ckxu7uf.jpg,480,719,0,1,0,659,480,7.0,6.0,6.0,0,0,0,0,0,0,1,0
frame_lj0q09dz7q8g455f.jpg,866,1300,0,128,199,740,742,2.0,8.0,8.0,0,0,0,0,0,0,1,0
frame_bj3ndd69wc8too42.jpg,1063,1366,0,1182,51,1365,869,3.0,6.0,4.0,0,0,0,0,0,0,1,0
